trajectory_index,mode_index,selection_reason,eigenvalue,peak_energy,final_energy_fraction,final_actual_coefficient,final_homogeneous_coefficient,final_net_forcing_injection,final_forcing_radius_R,final_epsilon,final_shadowing,shadowing_sample_fraction,first_epsilon_ge_0_1,first_epsilon_ge_1,max_identity_residual,max_relative_identity_residual,max_cancellation_condition,max_forcing_projection_discrepancy,max_bound_violation
0,0,low+peak_energy,-13.395787316459483,97.5643765873117,0.3878051477393769,8.69112129947282,3.495737518451679e+34,-3.495737518451679e+34,3.4957375656716923e+34,1.000000013507883,0,0.2724252491694352,40,820,1.7063238268181335e+20,5.454031623049933e-15,8.04438787955641e+33,1.404432126150823e-14,0.0
0,1,low,-13.25683384826406,2.3185722253999748,0.008671700194589353,-1.2996342672733734,2.257329340652338e+25,-2.257329340652338e+25,1.6607336990456673e+32,7357073.1090826895,0,0.0033222591362126247,10,10,1.4883440365142018e+16,3.296703048577646e-10,1.2778471348426457e+32,1.7208456881689926e-15,1.1796119636642288e-16
0,2,low,-13.073763885096014,1.2398780244737686,0.0042783652116692005,-0.9128679373042073,2.1480385283253938e+24,-2.1480385283253938e+24,1.676864642862518e+31,7806492.39178125,0,0.0033222591362126247,10,10,3021528820088833.0,7.033255312311275e-10,1.8369194372389996e+31,1.8041124150158794e-15,5.204170427930421e-17
0,3,low+peak_energy,-13.011418293960922,6.567506012458297,0.026590587992943546,2.275794255929217,3.8174193111141376e+24,-3.8174193111141376e+24,1.4223249656500066e+31,3725880.8889791365,0,0.0033222591362126247,10,10,4115379680968706.5,5.390341684044977e-10,6.24979759785533e+30,3.3584246494910985e-15,0.0
0,4,low,-12.962569865069717,0.05864384920976794,9.557341338071945e-05,-0.13643870069794953,2.8415425692885805e+23,-2.8415425692885805e+23,7.152282311579232e+30,25170421.125768688,0,0.0033222591362126247,10,10,3253956746674176.0,5.725687760835939e-09,5.242121596838819e+31,8.734332701543224e-16,0.0
0,5,low,-12.831027324767836,0.15542786801133165,0.0001497688772599748,-0.17079683300601758,2.4616862747620645e+23,-2.4616862747620645e+23,1.9817939671814516e+30,8050554.562940815,0,0.0033222591362126247,10,10,2556817854955520.0,5.19322630807987e-09,1.1603225765200551e+31,1.3062467774105357e-15,0.0
0,6,low,-12.769034811671183,0.7680237688562936,0.0014567645590171016,-0.5326767116328088,-1.1421051318609264e+22,1.1421051318609264e+22,4.8354147662351116e+29,42337737.84341876,0,0.0033222591362126247,10,10,120130493218816.53,5.259170516738705e-09,9.077578904517289e+29,1.2906342661267445e-15,5.984795992119984e-17
0,7,low,-12.715013598471094,2.002971943057465,0.008886653108249333,-1.3156432453434914,1.3583033427715701e+22,-1.3583033427715701e+22,3.0554235511755232e+29,22494412.366983056,0,0.0033222591362126247,10,10,63103586795521.31,2.3228853464608405e-09,2.3223800964433483e+29,1.2490009027033011e-15,6.938893903907228e-17
0,8,peak_energy,-12.65537855281199,3.894038374777267,0.01880007892780873,-1.9135898676703758,3.709912310900927e+20,-3.709912310900927e+20,1.7018597954485564e+29,458733159.39245784,0,0.0033222591362126247,10,10,15076737613825.914,2.0319537633051058e-08,8.893545204805723e+28,2.3800406090401793e-15,0.0
0,14,peak_energy,-12.252759174359404,5.387626104863141,0.026386961341541015,-2.2670636674540625,1.2102795708112142e+20,-1.2102795708112142e+20,1.667466306941529e+27,13777529.978663329,0,0.0033222591362126247,10,10,290718646269.7329,1.2010409398992393e-09,7.355181294233653e+26,2.491062911502695e-15,0.0
0,17,peak_energy,-12.108204084742122,4.831842924595102,0.0224217681993643,-2.089796298914363,3.543539721524958e+18,-3.543539721524958e+18,1.939011632602639e+26,54719624.5839792,0,0.0033222591362126247,10,10,47219645949.9102,6.6627792700300526e-09,9.278472112546767e+25,2.310651670001107e-15,0.0
0,20,peak_energy,-11.93137390539151,4.040777620294706,0.020501998611550346,1.998329623043231,8.783380662441371e+18,-8.783380662441371e+18,2.720337201891696e+25,3097141.415632975,0,0.0033222591362126247,10,10,24989544449.99833,1.4225501177022094e-09,1.3613059871909389e+25,1.824929096727601e-15,0.0
0,23,peak_energy,-11.678155602036936,4.092330310440447,0.016769075745510037,-1.8072722894492483,3.355240109391019e+16,-3.355240109391019e+16,3.588690610441984e+24,106957788.2190177,0,0.0033222591362126247,10,10,1059326062.1927277,1.5786143782832812e-08,1.9856944993540567e+24,2.491062911502695e-15,6.071532165918825e-18
0,28,peak_energy,-11.455354600402936,4.123249427901679,0.010207494723693287,1.4100308300734454,-1.872215206426378e+16,1.872215206426378e+16,3.716101204849635e+23,19848686.15581221,0,0.0033222591362126247,10,10,188503042.58996916,5.034225813525646e-09,2.635475276719724e+23,1.8318679906315083e-15,1.0798653637955624e-16
