trajectory_index,mode_index,selection_reason,eigenvalue,peak_energy,final_energy_fraction,final_actual_coefficient,final_homogeneous_coefficient,final_net_forcing_injection,final_forcing_radius_R,final_epsilon,final_shadowing,shadowing_sample_fraction,first_epsilon_ge_0_1,first_epsilon_ge_1,max_identity_residual,max_relative_identity_residual,max_cancellation_condition,max_forcing_projection_discrepancy,max_bound_violation
0,0,low+peak_energy,-13.647125366575334,100.63042127467247,0.4855550113666634,9.493063391084949,6.799466648247963e+34,-6.799466648247963e+34,6.799466656297856e+34,1.0000000011839005,0,0.30564784053156147,40,920,1.8446744073709552e+19,2.0334891337180647e-15,1.4325126404735422e+34,1.5681900222830336e-14,0.0
0,1,low+peak_energy,-13.425142030257273,4.051475259045931,0.011137502857718827,1.437742380842477,-1.089144403321759e+24,1.089144403321759e+24,2.0166042619639867e+32,185154902.85894018,0,0.0033222591362126247,10,10,1.535934165281669e+17,7.051104951790932e-08,1.4026186469329483e+32,2.2343238370581275e-15,1.734723475976807e-18
0,2,low,-13.174811450178746,0.8992505327477799,0.0031114430546197985,-0.7599203750833091,1.6376582312085762e+24,-1.6376582312085762e+24,8.933062401372564e+30,5454778.189451684,0,0.0033222591362126247,10,10,679602875793408.8,2.0749267796625062e-10,1.1755263224849677e+31,1.6237011735142914e-15,2.636779683484747e-16
0,3,low+peak_energy,-13.130444495098725,4.409735806492965,0.015064491397231598,-1.6721082799029938,-5.600329699362016e+22,5.600329699362016e+22,6.00256021897543e+30,107182264.99520618,0,0.0033222591362126247,10,10,1255521474576385.8,1.1209355460646352e-08,3.589815532357128e+30,2.9976021664879227e-15,0.0
0,4,low+peak_energy,-12.989357181661157,5.8768782019962735,0.03166448062979901,2.4242273412360222,-1.114524839177789e+23,1.114524839177789e+23,8.502376077770104e+29,7628700.392216028,0,0.0033222591362126247,10,10,210508460326914.44,9.443897109627301e-10,3.507252413034786e+29,2.3245294578089215e-15,0.0
0,5,low,-12.947221033584604,2.026788269338088,0.010920287215304187,-1.423653142214805,-5.50003248596307e+22,5.50003248596307e+22,4.831952373044109e+29,8785316.060179638,0,0.0033222591362126247,10,10,13479763247105.424,1.2254560948057916e-10,3.3940520901953644e+29,1.7277845820728999e-15,0.0
0,6,low,-12.812860214622159,0.42681373372623055,6.01354794041971e-06,0.03340815941367868,-4.394855515539909e+21,4.394855515539909e+21,9.475989762597285e+28,21561550.15583751,0,0.0033222591362126247,10,10,63529599107072.03,7.2277236413920226e-09,2.836429892693512e+30,1.1587952819525071e-15,0.0
0,7,low,-12.707083491831774,0.4679197631821226,0.002339395658355515,-0.6589295745887909,6.207170827421462e+21,-6.207170827421462e+21,2.9146733787732015e+28,4695655.170141328,0,0.0033222591362126247,10,10,6629167726592.659,5.339947597808471e-10,4.423346761008875e+28,1.2108369862318114e-15,0.0
0,12,peak_energy,-12.324449287743974,3.8456240336479492,0.02072013125634831,1.9610262705144847,9.575197802157724e+18,-9.575197802157724e+18,6.563013161837338e+26,68541802.45089449,0,0.0033222591362126247,10,10,548502020094.039,2.8641812945553327e-08,3.346723782475121e+26,1.880440247958859e-15,2.220446049250313e-16
0,17,peak_energy,-12.016328088676723,4.789724878804818,0.013881399877611266,-1.6051062767109687,-9.149059842945527e+17,9.149059842945527e+17,1.861849878663426e+25,20350177.07419439,0,0.0033222591362126247,10,10,3273501694.3948936,1.7889840002281842e-09,1.159954326494287e+25,2.435551760271437e-15,4.996003610813204e-16
0,26,peak_energy,-11.507071532615553,2.8161533699201966,0.014932062894627885,1.6647424954784242,-4167534762378171.5,4167534762378173.0,4.188284839347639e+22,10049789.811369507,0,0.0033222591362126247,10,10,3621258.8352575046,4.3446056167991504e-10,2.515875739026809e+22,1.3704315460216776e-15,0.0
0,74,peak_energy,-9.501068369389877,2.9634337381586047,0.0008878087543580239,0.4059260026783489,256744.89228837207,-256744.48636236938,10143887798730.254,39509599.230261564,0,0.0033222591362126247,10,10,0.0022572454531870623,4.395894070162133e-09,24989500521140.664,2.345346139520643e-15,6.591949208711867e-17
