trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.395787316459483,0,3.6092423021057827,3.6092423021057827,1.0,3.6092423021057827,0.0,0.0,3.6092423021057827,0.0,0.0,1.0,0.0,0.0,0.0,1,0.9999999999999898,0.9999999999999899
0,0,low+peak_energy,-13.395787316459483,10,3.6092423021057827,4.391626309312653,1.2248824339699773,4.420897495790736,-0.029271186478082356,-0.006130437877808426,4.391626309312659,-5.329070518200751e-15,6.027136484474834e-16,1.0133304677014534,0.029271186478082356,0.029271246195062866,0.006621109451855164,1,0.9993077076751026,0.9993300365491471
0,0,low+peak_energy,-13.395787316459483,20,3.6092423021057827,5.269546673478704,1.5030036424119797,5.42470432641239,-0.15515765293368577,-0.015337612639423348,5.2695466734787075,-3.552713678800501e-15,3.2745689580745107e-16,1.058888439247623,0.15515765293368577,0.1551577262099783,0.028602061397987998,1,0.9952999406101732,0.9954595824772273
0,0,low+peak_energy,-13.395787316459483,30,3.6092423021057827,6.18007186825722,1.8474009699386855,6.667717729653957,-0.4876458613967376,-0.03921740148049846,6.180071868257226,-6.217248937900877e-15,4.662201663284525e-16,1.1578123739741042,0.4876458613967376,0.48764595146351225,0.07313536223868017,1,0.986187984470409,0.9865060766888409
0,0,low+peak_energy,-13.395787316459483,40,3.6092423021057827,7.023223326395508,2.2743266340112758,8.208595896279352,-1.1853725698838442,-0.06436118957209569,7.023223326395501,7.105427357601002e-15,4.3280406584648794e-16,1.3375580044192061,1.1853725698838442,1.1853726807646414,0.14440626579046562,1,0.9707598004778127,0.9713732448213839
0,0,low+peak_energy,-13.395787316459483,50,3.6092423021057827,7.761101844563377,2.804040314004145,10.120460918113743,-2.3593590735503662,-0.0954853884728557,7.761101844563388,-1.1546319456101628e-14,5.704443478179867e-16,1.6079959235571961,2.3593590735503662,2.3593592102564016,0.233127644021982,1,0.9505643541030327,0.951695529371472
0,0,low+peak_energy,-13.395787316459483,60,3.6092423021057827,8.34312906596519,3.461802703107817,12.494484757600878,-4.151355691635688,-0.12604719680233423,8.343129065965194,-3.552713678800501e-15,1.421712758759119e-16,1.9951555928716722,4.151355691635688,4.1513558604097796,0.3322550662110616,1,0.9286891324091252,0.9308062797068111
0,0,low+peak_energy,-13.395787316459483,70,3.6092423021057827,8.772543194122859,4.279148108983786,15.444482371920245,-6.671939177797386,-0.14966949580803934,8.772543194122868,-8.881784197001252e-15,2.875390700419105e-16,2.521095795020626,6.671939177797386,6.671939386419704,0.43199501451405187,1,0.9069528848667187,0.910540503408968
0,0,low+peak_energy,-13.395787316459483,80,3.6092423021057827,9.087760735066759,5.295491871953029,19.11271327471021,-10.02495253964345,-0.16869838326987363,9.087760735066771,-1.2434497875801753e-14,3.2529389462078593e-16,3.2062536549948,10.02495253964345,10.024952797815818,0.5245175111312299,1,0.8859650328418311,0.8913606824089694
0,0,low+peak_energy,-13.395787316459483,90,3.6092423021057827,9.316446896595346,6.5601379002584235,23.677127217260107,-14.36068032066476,-0.18191705958050974,9.316446896595357,-1.0658141036401503e-14,2.250725127800123e-16,4.082866384571308,14.36068032066476,14.360680640492719,0.6065212434228126,1,0.866585981294369,0.8739765222806166
0,0,low+peak_energy,-13.395787316459483,100,3.6092423021057827,9.48194989646929,8.134805419076294,29.360483837929518,-19.878533941460226,-0.19189167836446508,9.481949896469306,-1.5987211554602254e-14,2.722572904937807e-16,5.192921151621201,19.878533941460226,19.878534338058323,0.6770506388037829,1,0.8488576475614267,0.8583972078955994
0,0,low+peak_energy,-13.395787316459483,110,3.6092423021057827,9.60243654609887,10.096802050463086,36.44180507651978,-26.839368530420906,-0.19955663862478978,9.602436546098886,-1.5987211554602254e-14,2.1935262977550959e-16,6.590116351760884,26.839368530420906,26.839369022672685,0.736499439759252,1,0.8326722536816675,0.8445265596763574
0,0,low+peak_energy,-13.395787316459483,120,3.6092423021057827,9.688594438632887,12.543018801707117,45.27079405522951,-35.582199616596625,-0.20532427608514325,9.688594438632919,-3.197442310920451e-14,3.531462588241365e-16,8.345172748788077,35.582199616596625,35.582200228109386,0.7859857767173197,1,0.8184179826675727,0.832613628465192
0,0,low+peak_energy,-13.395787316459483,130,3.6092423021057827,9.751963991010914,15.594968833208943,56.286021212838975,-46.534057221828064,-0.20968107206895858,9.751963991010939,-2.4868995751603507e-14,2.2091627028995643e-16,10.543525313439314,46.534057221828064,46.53405798213328,0.8267427147882812,1,0.8050679781190014,0.8217077054042274
0,0,low+peak_energy,-13.395787316459483,140,3.6092423021057827,9.798110781082801,19.4051203168506,70.03778112502955,-60.239670343946756,-0.21273591640461653,9.798110781082876,-7.460698725481052e-14,5.3261958086325e-16,13.296180797074188,60.239670343946756,60.23967129000915,0.8601025092795404,1,0.7925056600305327,0.8117810048630923
0,0,low+peak_energy,-13.395787316459483,150,3.6092423021057827,9.831200442894772,24.164876360880964,87.21689398684762,-77.38569354395285,-0.21545446149377945,9.831200442894897,-1.2434497875801753e-13,7.128491572789151e-16,16.742877908453014,77.38569354395285,77.38569472206872,0.8872787276022297,1,0.7804760032044358,0.8025151233598156
0,0,low+peak_energy,-13.395787316459483,160,3.6092423021057827,9.854465787668124,30.114632047066298,108.69100389662215,-98.83653810895403,-0.21765959304145,9.854465787668289,-1.652011860642233e-13,7.599579548522206e-16,21.059238313401195,98.83653810895403,98.83653957713969,0.9093350510511872,1,0.7689341607137077,0.7940131974008455
0,0,low+peak_energy,-13.395787316459483,170,3.6092423021057827,9.86908514474295,37.55647012405771,135.5504006895211,-125.68131554477814,-0.2195223026893771,9.869085144743167,-2.1671553440683056e-13,7.993909767305624e-16,26.46969949432963,125.68131554477814,125.68131737577744,0.9271925183286707,1,0.7581979138880094,0.7864837855664764
0,0,low+peak_energy,-13.395787316459483,180,3.6092423021057827,9.875948317167168,46.87020235804109,169.1659170589001,-159.28996874173293,-0.2210815060985425,9.875948317167456,-2.877698079828406e-13,8.505549255605822e-16,33.25816190377975,159.28996874173293,159.28997102680677,0.9416197647623384,1,0.7478848889170381,0.7794866708905804
0,0,low+peak_energy,-13.395787316459483,190,3.6092423021057827,9.877468126362732,58.533609339510384,211.261978923095,-201.38451079673226,-0.22233932460478023,9.87746812636317,-4.369837824924616e-13,1.0342224964472567e-15,41.77654509177164,201.38451079673226,201.3845136504348,0.9532454191567719,1,0.7377216675971263,0.7726965051005082
0,0,low+peak_energy,-13.395787316459483,200,3.6092423021057827,9.873985055800139,73.1479813419187,264.00878857289746,-254.1348035170973,-0.22334675428961503,9.873985055800745,-6.057376822354854e-13,1.1471922686926599e-15,52.475630936045334,254.1348035170973,254.13480708329766,0.9625998000181216,1,0.7279406799193567,0.766314990104684
