trajectory_index,mode_index,selection_reason,eigenvalue,peak_energy,final_energy_fraction,final_actual_coefficient,final_homogeneous_coefficient,final_net_forcing_injection,final_forcing_radius_R,final_epsilon,final_shadowing,shadowing_sample_fraction,first_epsilon_ge_0_1,first_epsilon_ge_1,max_identity_residual,max_relative_identity_residual,max_cancellation_condition,max_forcing_projection_discrepancy,max_bound_violation
0,0,low+peak_energy,-13.676860186112613,99.15766997101252,0.3751764127053091,8.424096325324621,7.619406716292211e+34,-7.619406716292211e+34,7.619406740568649e+34,1.0000000031861322,0,0.292358803986711,40,880,1.7524406870024074e+20,1.4455002197226194e-15,1.8089552716829405e+34,1.3822276656583199e-14,0.0
0,1,low+peak_energy,-13.38654427485612,10.264627878496885,0.054266534465982244,3.203845795055824,7.164949010413902e+23,-7.164949010413902e+23,7.698366799848194e+31,107444823.24520378,0,0.0033222591362126247,10,10,2.136246912968294e+16,1.4907623052940366e-08,2.4028518736381776e+31,3.58046925441613e-15,1.457167719820518e-16
0,2,low+peak_energy,-13.187263186862896,7.596451269954631,0.04016054839393881,-2.756166045425172,5.693504764455918e+23,-5.693504764455918e+23,4.208254684097226e+30,7391325.4808690315,0,0.0033222591362126247,10,10,7492094042046461.0,6.579510114779515e-09,1.5268511345435027e+30,2.581268532253489e-15,0.0
0,3,low,-13.09388514340806,2.194908164282656,0.0006816071394553703,-0.3590646296904458,-5.344411818808802e+22,5.344411818808802e+22,3.260037843978426e+30,60999001.47112999,0,0.0033222591362126247,10,10,1483843689250815.8,1.3882198646067952e-08,9.079250997885993e+30,2.095545958979983e-15,0.0
0,4,low,-13.013126248819802,0.9890972241814502,0.00401777060619835,-0.8717623918566545,-6.933214675762808e+22,6.933214675762808e+22,1.3675774726318474e+30,19725012.661336403,0,0.0033222591362126247,10,10,243374338605055.12,1.7551351563443714e-09,1.5687503323599068e+30,1.3287981825982342e-15,2.220446049250313e-16
0,5,low,-12.83689878336429,2.006143574140538,0.0016679866237179354,-0.5616966615457439,2.9678119679678474e+22,-2.9678119679678474e+22,1.07144661142222e+29,3610224.040426229,0,0.0033222591362126247,10,10,131222885892096.56,2.210771340349572e-09,1.9075187401948968e+29,2.078198724220215e-15,0.0
0,6,low,-12.812013110837825,1.0460890971191061,7.523276928539935e-05,0.11929138614405203,-3.901484640758635e+21,3.901484640758635e+21,4.0070432930580735e+28,10270560.21494144,0,0.0033222591362126247,10,10,24816536518656.12,3.180396617376467e-09,3.3590385800092674e+29,1.4051260155412137e-15,0.0
0,7,low+peak_energy,-12.799025185983458,9.776695083906906,0.04609254496569487,-2.9527107479625374,-8.428180745095831e+21,8.428180745095831e+21,1.6332265225399313e+29,19378162.048675444,0,0.0033222591362126247,10,10,35547830550525.05,2.108868668082619e-09,5.5312787002543885e+28,3.219646771412954e-15,0.0
0,8,peak_energy,-12.714779810580557,3.0535495369175303,0.007367081748696702,1.180465517342721,-1.087130586312806e+21,1.087130586312806e+21,6.0988715326531535e+28,56100634.17807557,0,0.0033222591362126247,10,10,512571211777.1805,2.3574575991411613e-10,5.1664970740484115e+28,2.435551760271437e-15,0.0
0,11,peak_energy,-12.448210625805393,6.734672854957404,0.034458177407657144,2.5530052753433976,-1.2965292288094947e+20,1.2965292288094947e+20,1.8314401543822317e+27,14125714.358664367,0,0.0033222591362126247,10,10,1597693837309.447,6.161426243929196e-09,7.173664315240448e+26,3.469446951953614e-15,0.0
0,14,peak_energy,-12.23953331560349,5.793155786472184,0.029048534903766302,2.344054351605458,-1.370513115975465e+19,1.370513115975465e+19,1.5521978364238522e+26,11325669.330198806,0,0.0033222591362126247,10,10,172553558018.34406,6.2952191469089425e-09,6.6218514618146695e+25,3.1225022567582528e-15,0.0
0,15,peak_energy,-12.225046604257898,4.059607326452096,0.017845749653841874,-1.8372698956406754,1.1304667251251284e+19,-1.1304667251251284e+19,2.2663265188476488e+26,20047706.566478506,0,0.0033222591362126247,10,10,90887374846.16273,4.019905332710056e-09,1.2335295087954561e+26,1.8596235662471372e-15,0.0
