trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.274151715691659,0,0.0014038029062814826,0.0014038029062814826,1.0,0.0014038029062814826,0.0,0.0,0.0014038029062814826,0.0,0.0,1.0,0.0,0.0,0.0,1,2.8817754926854323e-06,0.010012944487201234
0,0,low+peak_energy,-13.274151715691659,10,0.0014038029062814826,0.001311069092027515,0.9339153920691667,0.0013110331416077065,3.5950419808401454e-08,2.5095642542782154e-08,0.0013110690920275277,-1.2793585635328952e-17,4.879066142709585e-15,1.0000723458953154,3.5950419808401454e-08,1.308008870912685e-07,9.976932156792675e-05,1,7.769814274463411e-06,0.02567760278136594
0,0,low+peak_energy,-13.274151715691659,20,0.0014038029062814826,0.0012269792023788602,0.8739535217236977,0.0012268584937506636,1.2070862819664116e-07,3.3607039801215877e-08,0.0012269792023788546,5.637851296924623e-18,2.297451858187165e-15,1.000106618091679,1.2070862819664116e-07,2.515268092838869e-07,0.00020501696859507996,1,1.5788246634543363e-05,0.04968546626495317
0,0,low+peak_energy,-13.274151715691659,30,0.0014038029062814826,0.0011505717210843756,0.8194886652839093,0.001150400569990285,1.7115109409056306e-07,1.4323680152346016e-08,0.0011505717210843899,-1.431146867680866e-17,6.219285775301555e-15,1.0001463215613056,1.7115109409056306e-07,3.395045447135491e-07,0.00029511854702611644,1,2.609297200298364e-05,0.07828867155696047
0,0,low+peak_energy,-13.274151715691659,40,0.0014038029062814826,0.001081111107077586,0.7699658069337436,0.0010808802375109562,2.3086956662979156e-07,4.235745569612995e-09,0.0010811111070776025,-1.6479873021779667e-17,7.621729586299063e-15,1.0002075048370627,2.3086956662979156e-07,4.552053507505389e-07,0.0004211431895533429,1,3.771913207695436e-05,0.10801270424687091
0,0,low+peak_energy,-13.274151715691659,50,0.0014038029062814826,0.0010178860899187968,0.7248927023957024,0.0010176064823653249,2.7960755347188927e-07,-1.7104088857484295e-08,0.001017886089918804,-7.15573433840433e-18,3.514997605957638e-15,1.000263777185568,2.7960755347188927e-07,5.481026814996285e-07,0.0005386194870001402,1,5.012346187282508e-05,0.13712952834001674
0,0,low+peak_energy,-13.274151715691659,60,0.0014038029062814826,0.000960306715528045,0.6838324310726368,0.0009599659541492992,3.4076137874579013e-07,1.957677973722649e-10,0.0009603067155280514,-6.396792817664476e-18,3.330598815060375e-15,1.0003187929083945,3.4076137874579013e-07,6.46900349539816e-07,0.000673878429483559,1,6.309425600019682e-05,0.16505949850503213
0,0,low+peak_energy,-13.274151715691659,70,0.0014038029062814826,0.000907815766331018,0.6463967921231221,0.0009074136953934662,4.020709375518808e-07,2.0255831473833634e-08,0.0009078157663310264,-8.348356728138384e-18,4.598045681602689e-15,1.000339144981704,4.020709375518808e-07,7.099520990149535e-07,0.0007823907690825729,1,7.657734569655684e-05,0.19172317822388854
0,0,low+peak_energy,-13.274151715691659,80,0.0014038029062814826,0.0008599297461666359,0.6122405209861738,0.0008594650227036798,4.647234629561424e-07,7.195394552861507e-09,0.000859929746166643,-7.047314121155779e-18,4.097610387692142e-15,1.0003878705978695,4.647234629561424e-07,7.982649277275036e-07,0.0009287928032444476,1,9.058854875540497e-05,0.21722109715280344
0,0,low+peak_energy,-13.274151715691659,90,0.0014038029062814826,0.0008161700846236075,0.5810562335556251,0.0008156884293783585,4.81655245248994e-07,5.287425911058678e-09,0.0008161700846236185,-1.1058862159352145e-17,6.774851448060656e-15,1.0004556986522497,4.81655245248994e-07,8.535828528185091e-07,0.0010464569829303945,1,0.00010515883895619836,0.24170235709565666
0,0,low+peak_energy,-13.274151715691659,100,0.0014038029062814826,0.0007762132831844372,0.5525700111766196,0.00077569938761373,5.138955707071659e-07,-2.526507766669947e-09,0.0007762132831844444,-7.26415455565288e-18,4.679225873236441e-15,1.0004760275708937,5.138955707071659e-07,8.833944943968372e-07,0.0011388361374300006,1,0.0001203530717629896,0.26531813831958606
0,0,low+peak_energy,-13.274151715691659,110,0.0014038029062814826,0.0007396388692098467,0.5265375419354151,0.0007391549316352438,4.839375746029315e-07,7.267767890544591e-09,0.0007396388692098502,-3.469446951953614e-18,2.345365486037803e-15,1.0005919346484449,4.839375746029315e-07,9.217554486247428e-07,0.0012470395706966726,1,0.00013620016008500575,0.28819759082829455
0,0,low+peak_energy,-13.274151715691659,120,0.0014038029062814826,0.0007061977311307814,0.5027407452746246,0.0007057489193226366,4.488118081448023e-07,-1.913007340427833e-09,0.0007061977311307886,-7.15573433840433e-18,5.066381569186262e-15,1.000784324061132,4.488118081448023e-07,1.0026996805876522e-06,0.0014207597817507433,1,0.00015276473228442107,0.3104478278662897
0,0,low+peak_energy,-13.274151715691659,130,0.0014038029062814826,0.0006755994422859948,0.48098481726920717,0.0006752078843597809,3.915579262138858e-07,-1.7857660862519685e-08,0.0006755994422860004,-5.637851296924623e-18,4.1724807216004065e-15,1.0009928019945473,3.915579262138858e-07,1.0622944000303985e-06,0.0015732849462171872,1,0.00017008479767265252,0.33215032077685525
0,0,low+peak_energy,-13.274151715691659,140,0.0014038029062814826,0.0006475846009010751,0.4610956423360883,0.0006472874027851278,2.9719811594727287e-07,-1.3411103157146519e-08,0.0006475846009010812,-6.071532165918825e-18,4.687829325674687e-15,1.001243447175642,2.9719811594727287e-07,1.102435358926936e-06,0.0017031620794463356,1,0.00018818914118936067,0.3533652352457377
0,0,low+peak_energy,-13.274151715691659,150,0.0014038029062814826,0.0006219825364862344,0.44291752258245976,0.0006217689054442512,2.136310419832005e-07,-1.12735471675127e-08,0.0006219825364862399,-5.421010862427522e-18,4.357848126293394e-15,1.0015273559691698,2.136310419832005e-07,1.1636197818048844e-06,0.0018714666681079572,1,0.0002071379410927861,0.3741350638449576
0,0,low+peak_energy,-13.274151715691659,160,0.0014038029062814826,0.0005986977982497883,0.4263111845238013,0.0005984568798148137,2.4091843497464974e-07,1.0852914331116459e-08,0.0005986977982497929,-4.553649124439119e-18,3.802961308485746e-15,1.0015939143485693,2.4091843497464974e-07,1.195191446061858e-06,0.0019971220757487116,1,0.00022704440776578647,0.3944905560667473
0,0,low+peak_energy,-13.274151715691659,170,0.0014038029062814826,0.0005774350126647885,0.41115202907643433,0.0005771764133410272,2.5859932376135104e-07,-4.930434260516647e-09,0.0005774350126647935,-4.9873299934333204e-18,4.318520598895979e-15,1.001764682825107,2.5859932376135104e-07,1.2775889732263081e-06,0.0022135155624792295,1,0.00024786696633574603,0.41444465047494305
0,0,low+peak_energy,-13.274151715691659,180,0.0014038029062814826,0.0005580353800266942,0.3973285943089501,0.0005577710354396404,2.643445870538063e-07,-1.2869373844370813e-08,0.0005580353800266994,-5.204170427930421e-18,4.6629394964898554e-15,1.0018669763921124,2.643445870538063e-07,1.3061834675271208e-06,0.0023417914960348826,1,0.0002696316346910992,0.4340083985320417
0,0,low+peak_energy,-13.274151715691659,190,0.0014038029062814826,0.0005403415070150127,0.384741204793924,0.0005401008214559495,2.406855590631699e-07,1.4339758746964928e-08,0.0005403415070150177,-4.9873299934333204e-18,4.6149795348728695e-15,1.0020790431849564,2.406855590631699e-07,1.3640788867718048e-06,0.0025256004667696262,1,0.0002923396424104187,0.4531834729870536
0,0,low+peak_energy,-13.274151715691659,200,0.0014038029062814826,0.0005243104107589354,0.3733007845546467,0.0005240407262749706,2.6968448396474075e-07,-1.0162391963748976e-08,0.0005243104107589404,-4.9873299934333204e-18,4.756085222696774e-15,1.002174028063057,2.6968448396474075e-07,1.4095500307076581e-06,0.0026897719204519418,1,0.0003161071817859454,0.47196613651095376
0,0,low+peak_energy,-13.274151715691659,210,0.0014038029062814826,0.0005097314924836367,0.36292781342153235,0.0005094791192515308,2.5237323210587637e-07,-4.995083116555131e-09,0.0005097314924836421,-5.421010862427522e-18,5.317516126003846e-15,1.0023648692588225,2.5237323210587637e-07,1.4578215689341165e-06,0.0028613961080010174,1,0.000340843261771868,0.4903539335268276
0,0,low+peak_energy,-13.274151715691659,220,0.0014038029062814826,0.0004966089630427601,0.35355141066494705,0.0004963164978113706,2.924652313894809e-07,1.2335929033260515e-08,0.0004966089630427648,-4.7704895589362195e-18,4.8030642960077205e-15,1.002500462357661,2.924652313894809e-07,1.5342172499549342e-06,0.0030912074386413545,1,0.00036670656979652117,0.5083370090207532
0,0,low+peak_energy,-13.274151715691659,230,0.0014038029062814826,0.00048476457443943146,0.3451085307446568,0.00048446435844188163,3.0021599754982307e-07,-1.1102185495698476e-08,0.00048476457443943503,-3.577867169202165e-18,3.690314183270817e-15,1.0026301655050966,3.0021599754982307e-07,1.5752270593332276e-06,0.0032514818311906806,1,0.00039359394923545746,0.5259091108588322
0,0,low+peak_energy,-13.274151715691659,240,0.0014038029062814826,0.00047409194987159284,0.3375432585540649,0.00047384420735391823,2.477425176746102e-07,-1.8820553114562953e-09,0.0004740919498715982,-5.366800753803247e-18,5.660084246586351e-15,1.0028869721588982,2.477425176746102e-07,1.6164327777117172e-06,0.0034113169531782206,1,0.00042146490995508055,0.5430575391521133
0,0,low+peak_energy,-13.274151715691659,250,0.0014038029062814826,0.00046465429874397666,0.33080619315926324,0.00046438669537288726,2.6760337108939526e-07,-1.3515684253750417e-08,0.0004646542987439811,-4.445228907190568e-18,4.783372196498129e-15,1.0030299438408152,2.6760337108939526e-07,1.6754798016770444e-06,0.0036079410077235075,1,0.00045057152574902936,0.5597757661554049
0,0,low+peak_energy,-13.274151715691659,260,0.0014038029062814826,0.0004562938665047984,0.3248539105363324,0.00045603086372780814,2.6300277699024734e-07,1.6942391244773817e-08,0.00045629386650480213,-3.74049749507499e-18,4.098781256613319e-15,1.0033851964708718,2.6300277699024734e-07,1.8076471635627583e-06,0.003963870227524099,1,0.0004807620302851651,0.5760568893997986
0,0,low+peak_energy,-13.274151715691659,270,0.0014038029062814826,0.00044893075471695695,0.31964849713149884,0.00044872348926170623,2.0726545525072372e-07,5.329741755029892e-09,0.00044893075471695934,-2.3852447794681098e-18,2.6565842887863173e-15,1.0037130014044446,2.0726545525072372e-07,1.8741459780132037e-06,0.004176616608809077,1,0.0005119769029584669,0.5918949875845232
0,0,low+peak_energy,-13.274151715691659,280,0.0014038029062814826,0.0004426464570054759,0.31515714723005717,0.0004424185192169354,2.2793778854050383e-07,-9.824514547707684e-10,0.00044264645700547924,-3.3610267347050637e-18,3.796513765683967e-15,1.003825491926195,2.2793778854050383e-07,1.9212782359737847e-06,0.004342671367768187,1,0.0005445351262666704,0.6072834777576473
0,0,low+peak_energy,-13.274151715691659,290,0.0014038029062814826,0.0004372861330315092,0.31135181814565743,0.00043707658718889755,2.0954584261165385e-07,-1.0374785856641106e-08,0.000437286133031513,-3.7947076036992655e-18,4.3389297270785125e-15,1.0041166086497841,2.0954584261165385e-07,2.009681720279811e-06,0.004598008173362209,1,0.000578195417449118,0.622221425555441
0,0,low+peak_energy,-13.274151715691659,300,0.0014038029062814826,0.00043284863296095275,0.3082089381526908,0.0004326646031206771,1.8402984027567374e-07,-2.301822327123622e-08,0.00043284863296095616,-3.415236843329339e-18,3.945070612753228e-15,1.0044117596707371,1.8402984027567374e-07,2.0936539827065484e-06,0.0048389768139239136,1,0.0006130446333181506,0.6367055103663759
0,0,low+peak_energy,-13.274151715691659,310,0.0014038029062814826,0.00042936589920017105,0.3057091628994484,0.00042915541135512484,2.1048784504620627e-07,-8.274135698967643e-10,0.00042936589920017517,-4.119968255444917e-18,4.7977357576831705e-15,1.0045634567841988,2.1048784504620627e-07,2.1698805706548486e-06,0.005056165000467112,1,0.0006492770979827019,0.6507275546534812
0,0,low+peak_energy,-13.274151715691659,320,0.0014038029062814826,0.00042674090574826333,0.30383717677463234,0.0004265275117925895,2.133939556738483e-07,4.778859240945309e-09,0.0004267409057482672,-3.848917712323541e-18,4.509665771991893e-15,1.0048278024079385,2.133939556738483e-07,2.2736147280111658e-06,0.005330523038140556,1,0.0006867141123762983,0.6642964143120198
0,0,low+peak_energy,-13.274151715691659,330,0.0014038029062814826,0.00042498374466039957,0.3025815363689619,0.0004247648401418648,2.189045185347423e-07,-1.6340327134239073e-08,0.00042498374466040314,-3.577867169202165e-18,4.209416494342848e-15,1.0050369548891878,2.189045185347423e-07,2.359528469027286e-06,0.005554905317114384,1,0.0007254546436292422,0.6774095963913749
0,0,low+peak_energy,-13.274151715691659,340,0.0014038029062814826,0.0004240547003976652,0.3019345537898462,0.0004238566041169887,1.9809628067649293e-07,-3.881613290404422e-08,0.0004240547003976684,-3.198396408832238e-18,3.771207353476886e-15,1.0055198436453636,1.9809628067649293e-07,2.5388119239531504e-06,0.005989789705511849,1,0.000765420447381879,0.6900758124767511
0,0,low+peak_energy,-13.274151715691659,350,0.0014038029062814826,0.0004240771468260099,0.301892218162007,0.0004237971732395888,2.7997358642111976e-07,6.273714225207838e-09,0.000424077146826014,-4.065758146820642e-18,4.7936539109106e-15,1.0055730688846833,2.7997358642111976e-07,2.6433847381023994e-06,0.006237381712331508,1,0.0008071229756611478,0.7022961698221885
0,0,low+peak_energy,-13.274151715691659,360,0.0014038029062814826,0.00042491688904308926,0.3024541541911869,0.00042458602067049577,3.308683725934962e-07,5.036341180252382e-10,0.0004249168890430935,-4.228388472693467e-18,4.975547667940142e-15,1.0056677753735463,3.308683725934962e-07,2.739201852115905e-06,0.006451465000638092,1,0.0008501056802977208,0.7140762549873019
0,0,low+peak_energy,-13.274151715691659,370,0.0014038029062814826,0.0004265774504883635,0.30362361719167663,0.000426227716229372,3.4973425899151875e-07,6.703948824294138e-09,0.0004265774504883666,-3.0899761915836876e-18,3.62182317425141e-15,1.0059102413671406,3.4973425899151875e-07,2.870909953157186e-06,0.006735624746684053,1,0.0008943857825056173,0.7254212284253603
0,0,low+peak_energy,-13.274151715691659,380,0.0014038029062814826,0.00042912371508267326,0.30540752449084185,0.00042873197048047686,3.91744602196392e-07,-8.621251019233066e-09,0.0004291237150826768,-3.5236570605778894e-18,4.105642425167555e-15,1.0060395204374044,3.91744602196392e-07,2.9834460496130466e-06,0.006958767376898718,1,0.0009402288174944959,0.7363482135544782
0,0,low+peak_energy,-13.274151715691659,390,0.0014038029062814826,0.000432549510693375,0.307816523634409,0.000432113730479446,4.3578021392901836e-07,5.619429290437076e-09,0.00043254951069337817,-3.144186300207963e-18,3.6344813974796024e-15,1.0061387810914377,4.3578021392901836e-07,3.091106971284133e-06,0.007153456956469391,1,0.000987578845736919,0.7468529170908688
0,0,low+peak_energy,-13.274151715691659,400,0.0014038029062814826,0.00043685033865587626,0.31086509833418385,0.0004363933285030062,4.5701015287006675e-07,3.486061889461031e-11,0.00043685033865588087,-4.607859233063394e-18,5.273956347660241e-15,1.0061694909742278,4.5701015287006675e-07,3.1521543742957906e-06,0.0072231956091282825,1,0.0010363692946118498,0.7569533453317132
0,0,low+peak_energy,-13.274151715691659,410,0.0014038029062814826,0.00044202463873621405,0.31457171363452147,0.00044159668583408754,4.279529021265099e-07,2.458885234692728e-09,0.0004420246387362185,-4.445228907190568e-18,5.028259193763307e-15,1.0064246702363786,4.279529021265099e-07,3.2678154423611018e-06,0.00739999992569884,1,0.0010864774271495592,0.7666565631594805
0,0,low+peak_energy,-13.274151715691659,420,0.0014038029062814826,0.0004481412497808074,0.31895900233495295,0.0004477555744624491,3.856753183582992e-07,3.380350121703641e-08,0.0004481412497808112,-3.7947076036992655e-18,4.233829853372455e-15,1.0069349677955828,3.856753183582992e-07,3.4935204534604014e-06,0.007802293601044568,1,0.0011381122843500807,0.7759767489247248
0,0,low+peak_energy,-13.274151715691659,430,0.0014038029062814826,0.00045540875172307043,0.3240539953042464,0.000454907940400227,5.008113228434472e-07,5.023276927881501e-09,0.0004554087517230749,-4.445228907190568e-18,4.880482522977123e-15,1.0069428364855266,5.008113228434472e-07,3.662639820134512e-06,0.008051386873819195,1,0.0011922139035611553,0.7849186380006903
0,0,low+peak_energy,-13.274151715691659,440,0.0014038029062814826,0.00046362813277815116,0.32988839896695016,0.0004630982932183499,5.298395598012724e-07,-1.4261500241169456e-08,0.00046362813277815517,-4.0115480381963664e-18,4.326256060173013e-15,1.0070866134698713,5.298395598012724e-07,3.815392930558179e-06,0.008238840406952719,1,0.00124757976910852,0.7935016157419008
0,0,low+peak_energy,-13.274151715691659,450,0.0014038029062814826,0.00047291501888684166,0.33649892394932857,0.000472378167400659,5.368514861826519e-07,-1.3012231835812012e-08,0.00047291501888684616,-4.4994390158148434e-18,4.7571327153086674e-15,1.007361635737428,5.368514861826519e-07,4.018279589986417e-06,0.00850648879921289,1,0.0013045875774673906,0.8017297628702661
0,0,low+peak_energy,-13.274151715691659,460,0.0014038029062814826,0.00048335483465979134,0.34392766965109894,0.00048280666220683034,5.481724529609916e-07,1.169989715315645e-08,0.0004833548346597955,-4.174178364069192e-18,4.317923464039791e-15,1.0076115520554099,5.481724529609916e-07,4.227252938208077e-06,0.008755581206949373,1,0.0013634063918605901,0.8096206905315395
