trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.473226512804215,0,-0.038718588925272315,-0.038718588925272315,1.0,-0.038718588925272315,0.0,0.0,-0.038718588925272315,0.0,0.0,1.0,0.0,0.0,0.0,1,0.00219223401468262,0.013649069374411057
0,0,low+peak_energy,-13.473226512804215,10,-0.038718588925272315,-0.03645080148205297,0.9414302089205594,-0.03645084926102837,4.777897540109155e-08,1.2320030592927189e-08,-0.03645080148205294,-3.469446951953614e-17,4.759075607688229e-16,1.0000037400639987,4.777897540109155e-08,8.854935494892661e-08,2.4292809836834073e-06,1,0.005570203148277479,0.032899666576488386
0,0,low+peak_energy,-13.473226512804215,20,-0.038718588925272315,-0.034384722080284764,0.8880731992071063,-0.034384941135651416,2.1905536665145497e-07,1.2564568947770471e-08,-0.034384722080284695,-6.938893903907228e-17,1.0090018587690343e-15,1.000013922145622,2.1905536665145497e-07,2.596537413222123e-07,7.551379550072718e-06,1,0.010878202900444806,0.06103467503477353
0,0,low+peak_energy,-13.473226512804215,30,-0.038718588925272315,-0.03250109073152762,0.8394260621741665,-0.03250139263448163,3.0190295401133493e-07,2.3324551963466167e-08,-0.032501090731527515,-1.0408340855860843e-16,1.6012145960813887e-15,1.0000212314077412,3.0190295401133493e-07,3.881409553407986e-07,1.1942286895393185e-05,1,0.01776672058805809,0.09482130953127495
0,0,low+peak_energy,-13.473226512804215,40,-0.038718588925272315,-0.03078248966149325,0.7950405264841078,-0.03078284732387025,3.576623769999121e-07,-2.8772068616511604e-09,-0.03078248966149317,-7.979727989493313e-17,1.2961322105030716e-15,1.0000266323793727,3.576623769999121e-07,4.621485657025658e-07,1.5013184480312753e-05,1,0.02588680754643141,0.13159141023363882
0,0,low+peak_energy,-13.473226512804215,50,-0.038718588925272315,-0.029213482076007238,0.754517222921028,-0.029213842191317337,3.6011531009960684e-07,2.069254521203101e-08,-0.029213482076007182,-5.551115123125783e-17,9.500830268699862e-16,1.0000306684150317,3.6011531009960684e-07,5.35815882728085e-07,1.8341164411688893e-05,1,0.03502000356733585,0.1697753567404205
0,0,low+peak_energy,-13.473226512804215,60,-0.038718588925272315,-0.02778021290214967,0.7175001683643124,-0.02778059407271149,3.811705618188277e-07,2.74627278591677e-08,-0.02778021290214966,-1.0408340855860843e-17,1.8733114253457989e-16,1.0000357770731516,3.811705618188277e-07,6.12724147347624e-07,2.2055833138193934e-05,1,0.045024717007531606,0.20843343117067262
0,0,low+peak_energy,-13.473226512804215,70,-0.038718588925272315,-0.02647036830433246,0.6836718187421091,-0.02647080810966901,4.398053365488319e-07,6.4609742347898624e-09,-0.026470368304332442,-1.734723475976807e-17,3.276672681827124e-16,1.0000431253072708,4.398053365488319e-07,7.01737430145869e-07,2.6509860493814878e-05,1,0.055791174899016735,0.2469320992605417
0,0,low+peak_energy,-13.473226512804215,80,-0.038718588925272315,-0.025273034437762104,0.6527487039242492,-0.025273508738747293,4.743009851884694e-07,2.0223220580789514e-08,-0.025273034437762024,-7.979727989493313e-17,1.5786743486984512e-15,1.0000506969071814,4.743009851884694e-07,8.069636958975014e-07,3.192923088911395e-05,1,0.06722367617918794,0.2848080247482856
0,0,low+peak_energy,-13.473226512804215,90,-0.038718588925272315,-0.024178420610934732,0.6244776017928607,-0.024178891556857672,4.70945922939614e-07,1.1584641509965188e-08,-0.024178420610934743,1.0408340855860843e-17,2.1523610442160253e-16,1.000055727063265,4.70945922939614e-07,8.764464520974135e-07,3.6248413209365415e-05,1,0.07923471137848509,0.32171957419870395
0,0,low+peak_energy,-13.473226512804215,100,-0.038718588925272315,-0.023177683709200987,0.5986321786315427,-0.023178193241874888,5.095326739007477e-07,2.5643172928829783e-08,-0.02317768370920094,-4.85722573273506e-17,1.0478007673091073e-15,1.000063456099548,5.095326739007477e-07,9.612327308438546e-07,4.1471426215708794e-05,1,0.09174444940424095,0.357417871194064
0,0,low+peak_energy,-13.473226512804215,110,-0.038718588925272315,-0.022263008936095185,0.5750100404718572,-0.022263577384934036,5.684488388509046e-07,2.959303748231723e-08,-0.02226300893609515,-3.469446951953614e-17,7.791755322981961e-16,1.0000719999999856,5.684488388509046e-07,1.0344878042290127e-06,4.646547975389885e-05,1,0.10468178313916617,0.39173456670623547
0,0,low+peak_energy,-13.473226512804215,120,-0.038718588925272315,-0.021427362398228254,0.5534301431921258,-0.021428034213110514,6.718148822595915e-07,3.27854073195466e-08,-0.02142736239822823,-2.42861286636753e-17,5.666905424487347e-16,1.0000846659917442,6.718148822595915e-07,1.1423540056479747e-06,5.331119011136531e-05,1,0.1179835554322788,0.4245676382102369
0,0,low+peak_energy,-13.473226512804215,130,-0.038718588925272315,-0.020664581327783073,0.5337305142630405,-0.02066529237862486,7.110508417861039e-07,7.788880488496241e-09,-0.02066458132778302,-5.204170427930421e-17,1.2591572218241022e-15,1.0000939719096604,7.110508417861039e-07,1.2308393279194083e-06,5.9560702329695885e-05,1,0.13159655206799858,0.45586896384277725
0,0,low+peak_energy,-13.473226512804215,140,-0.038718588925272315,-0.019969054552206503,0.5157662569891938,-0.01996974168589095,6.871336844481435e-07,-3.2717791392800066e-09,-0.019969054552206454,-4.85722573273506e-17,1.2161463601121057e-15,1.0000982513767729,6.871336844481435e-07,1.2748534181588596e-06,6.38392543184257e-05,1,0.1454742756924291,0.4856304686392769
0,0,low+peak_energy,-13.473226512804215,150,-0.038718588925272315,-0.019335636936635064,0.49940779378888567,-0.019336365073789028,7.281371539637205e-07,4.266804926739143e-09,-0.019335636936635058,-6.938893903907228e-18,1.7942601614698223e-16,1.000107440310784,7.281371539637205e-07,1.3492896877117672e-06,6.977990343907844e-05,1,0.159575848971525,0.5138753239233751
0,0,low+peak_energy,-13.473226512804215,160,-0.038718588925272315,-0.018759948840337732,0.48453932319492693,-0.018760678872914043,7.300325763105742e-07,-6.498963461137874e-09,-0.018759948840337697,-3.469446951953614e-17,9.24659223542989e-16,1.0001126539112732,7.300325763105742e-07,1.3833490358405756e-06,7.37366192988785e-05,1,0.17386905256575705,0.5406459103858655
0,0,low+peak_energy,-13.473226512804215,170,-0.038718588925272315,-0.01823803714735868,0.471057464367609,-0.018238680323030564,6.431756718848491e-07,-2.948367837721233e-08,-0.018238037147358686,6.938893903907228e-18,1.9022467034375468e-16,1.0001130710533286,6.431756718848491e-07,1.4190183990132332e-06,7.78026904293834e-05,1,0.18832463073275768,0.5660070651614939
0,0,low+peak_energy,-13.473226512804215,180,-0.038718588925272315,-0.01776618658658028,0.45887006479183234,-0.01776680140878803,6.148222077492771e-07,-5.129994422314876e-09,-0.01776618658658028,0.0,0.0,1.0001194217964227,6.148222077492771e-07,1.506847710002862e-06,8.481254871557955e-05,1,0.20291512015030144,0.5900184226721703
0,0,low+peak_energy,-13.473226512804215,190,-0.038718588925272315,-0.017341251900603163,0.4478951546984644,-0.017341868376391095,6.164757879317806e-07,9.170618011505871e-09,-0.017341251900603143,-2.0816681711721685e-17,6.0018566800048845e-16,1.0001246858061692,6.164757879317806e-07,1.545732185276823e-06,8.913296720560714e-05,1,0.21761688164997914,0.6127531908082569
0,0,low+peak_energy,-13.473226512804215,200,-0.038718588925272315,-0.016960405338500534,0.43806003022048917,-0.01696106623469949,6.608961989548745e-07,1.9545703250356539e-10,-0.016960405338500496,-3.8163916471489756e-17,1.1250447331374946e-15,1.000134299277243,6.608961989548745e-07,1.6168739797552936e-06,9.532855761434628e-05,1,0.23241060115005333,0.6342810012591705
0,0,low+peak_energy,-13.473226512804215,210,-0.038718588925272315,-0.016621251279515022,0.42930045187592974,-0.016621907721617774,6.564421027518974e-07,-1.6395185695183834e-09,-0.01662125127951499,-3.122502256758253e-17,9.392731294908017e-16,1.0001393239137741,6.564421027518974e-07,1.6592956773334858e-06,9.982582656113976e-05,1,0.24727676953879835,0.6546762290840804
0,0,low+peak_energy,-13.473226512804215,220,-0.038718588925272315,-0.01632154799761775,0.42155994613950537,-0.016322206261935448,6.58264317696805e-07,7.195255564973468e-09,-0.01632154799761772,-3.122502256758253e-17,9.56519666106704e-16,1.0001468041431918,6.58264317696805e-07,1.7378065516578251e-06,0.00010646885131641268,1,0.26219738021531885,0.6740013606605225
