trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.274151715691659,0,0.0014038029062814691,0.0014038029062814691,1.0,0.0014038029062814691,0.0,0.0,0.0014038029062814691,0.0,0.0,1.0,0.0,0.0,0.0,1,2.8817754926853773e-06,0.010012944487201235
0,0,low+peak_energy,-13.274151715691659,10,0.0014038029062814691,0.0013110690920275156,0.9339153920691667,0.001311033141607694,3.595041982162872e-08,2.5095642542782154e-08,0.0013110690920275152,4.336808689942018e-19,1.6539207263422398e-16,1.0000723458953051,3.595041982162872e-08,1.308008870912685e-07,9.97693215679277e-05,1,7.769814274463418e-06,0.02567760278136593
0,0,low+peak_energy,-13.274151715691659,20,0.0014038029062814691,0.0012269792023788433,0.8739535217236977,0.0012268584937506519,1.20708628191437e-07,3.3607039801215877e-08,0.0012269792023788429,4.336808689942018e-19,1.7672706601439937e-16,1.000106618091683,1.20708628191437e-07,2.515268092838869e-07,0.0002050169685950819,1,1.5788246634542933e-05,0.04968546626495319
0,0,low+peak_energy,-13.274151715691659,30,0.0014038029062814691,0.0011505717210843792,0.8194886652839093,0.001150400569990274,1.711510941053082e-07,1.4323680152346016e-08,0.0011505717210843788,4.336808689942018e-19,1.8846320531216892e-16,1.0001463215612927,1.711510941053082e-07,3.395045447135491e-07,0.0002951185470261193,1,2.6092972002983798e-05,0.07828867155696043
0,0,low+peak_energy,-13.274151715691659,40,0.0014038029062814691,0.0010811111070775925,0.7699658069337436,0.0010808802375109458,2.3086956664670512e-07,4.235745569612995e-09,0.001081111107077592,4.336808689942018e-19,2.005718312183967e-16,1.0002075048370471,2.3086956664670512e-07,4.552053507505389e-07,0.00042114318955334694,1,3.771913207695484e-05,0.10801270424687093
0,0,low+peak_energy,-13.274151715691659,50,0.0014038029062814691,0.0010178860899187946,0.7248927023957024,0.0010176064823653151,2.796075534794787e-07,-1.7104088857484295e-08,0.0010178860899187942,4.336808689942018e-19,2.130301579368278e-16,1.0002637771855607,2.796075534794787e-07,5.481026814996285e-07,0.0005386194870001453,1,5.0123461872824825e-05,0.13712952834001663
0,0,low+peak_energy,-13.274151715691659,60,0.0014038029062814691,0.0009603067155280426,0.6838324310726368,0.00095996595414929,3.407613787526206e-07,1.957677973722649e-10,0.0009603067155280422,4.336808689942018e-19,2.2580330949562e-16,1.0003187929083874,3.407613787526206e-07,6.46900349539816e-07,0.0006738784294835655,1,6.30942560001965e-05,0.16505949850503213
0,0,low+peak_energy,-13.274151715691659,70,0.0014038029062814691,0.0009078157663310182,0.6463967921231221,0.0009074136953934574,4.0207093756087966e-07,2.0255831473833634e-08,0.0009078157663310176,6.505213034913027e-19,3.582892738911203e-16,1.0003391449816943,4.0207093756087966e-07,7.099520990149535e-07,0.0007823907690825804,1,7.657734569655688e-05,0.19172317822388862
0,0,low+peak_energy,-13.274151715691659,80,0.0014038029062814691,0.0008599297461666352,0.6122405209861738,0.0008594650227036715,4.647234629636234e-07,7.195394552861507e-09,0.0008599297461666347,4.336808689942018e-19,2.521606392425947e-16,1.0003878705978608,4.647234629636234e-07,7.982649277275036e-07,0.0009287928032444565,1,9.058854875540483e-05,0.21722109715280355
0,0,low+peak_energy,-13.274151715691659,90,0.0014038029062814691,0.000816170084623611,0.5810562335556251,0.0008156884293783507,4.816552452603781e-07,5.287425911058678e-09,0.0008161700846236107,3.2526065174565133e-19,1.992603367076669e-16,1.0004556986522357,4.816552452603781e-07,8.535828528185091e-07,0.0010464569829304045,1,0.00010515883895619926,0.24170235709565652
0,0,low+peak_energy,-13.274151715691659,100,0.0014038029062814691,0.0007762132831844372,0.5525700111766196,0.0007756993876137225,5.138955707146469e-07,-2.526507766669947e-09,0.0007762132831844369,2.168404344971009e-19,1.3967838427571533e-16,1.000476027570884,5.138955707146469e-07,8.833944943968372e-07,0.0011388361374300117,1,0.00012035307176298964,0.26531813831958606
0,0,low+peak_energy,-13.274151715691659,110,0.0014038029062814691,0.0007396388692098432,0.5265375419354151,0.0007391549316352367,4.839375746065093e-07,7.267767890544591e-09,0.0007396388692098431,1.0842021724855044e-19,7.329267143868186e-17,1.00059193464844,4.839375746065093e-07,9.217554486247428e-07,0.0012470395706966845,1,0.00013620016008500453,0.2881975908282945
0,0,low+peak_energy,-13.274151715691659,120,0.0014038029062814691,0.000706197731130782,0.5027407452746246,0.0007057489193226298,4.4881180815217487e-07,-1.913007340427833e-09,0.0007061977311307818,2.168404344971009e-19,1.5352671421776617e-16,1.0007843240611216,4.4881180815217487e-07,1.0026996805876522e-06,0.0014207597817507572,1,0.00015276473228442134,0.3104478278662896
0,0,low+peak_energy,-13.274151715691659,130,0.0014038029062814691,0.0006755994422859942,0.48098481726920717,0.0006752078843597744,3.915579262198489e-07,-1.7857660862519685e-08,0.0006755994422859939,3.2526065174565133e-19,2.40720041630794e-16,1.0009928019945384,3.915579262198489e-07,1.0622944000303985e-06,0.0015732849462172023,1,0.00017008479767265225,0.3321503207768551
0,0,low+peak_energy,-13.274151715691659,140,0.0014038029062814691,0.0006475846009010753,0.4610956423360883,0.0006472874027851215,2.971981159537781e-07,-1.3411103157146519e-08,0.0006475846009010749,4.336808689942018e-19,3.3484495183390777e-16,1.001243447175632,2.971981159537781e-07,1.102435358926936e-06,0.001703162079446352,1,0.00018818914118936061,0.35336523524573726
0,0,low+peak_energy,-13.274151715691659,150,0.0014038029062814691,0.0006219825364862344,0.44291752258245976,0.0006217689054442453,2.136310419891636e-07,-1.12735471675127e-08,0.0006219825364862339,5.421010862427522e-19,4.357848126293415e-16,1.0015273559691602,2.136310419891636e-07,1.1636197818048844e-06,0.0018714666681079752,1,0.0002071379410927859,0.3741350638449576
0,0,low+peak_energy,-13.274151715691659,160,0.0014038029062814691,0.0005986977982497875,0.4263111845238013,0.000598456879814808,2.4091843497952865e-07,1.0852914331116459e-08,0.0005986977982497872,3.2526065174565133e-19,2.7164009346326907e-16,1.0015939143485613,2.4091843497952865e-07,1.195191446061858e-06,0.001997122075748731,1,0.00022704440776578585,0.39449055606674743
0,0,low+peak_energy,-13.274151715691659,170,0.0014038029062814691,0.0005774350126647882,0.41115202907643433,0.0005771764133410217,2.585993237665552e-07,-4.930434260516647e-09,0.000577435012664788,2.168404344971009e-19,1.877617651693913e-16,1.0017646828250981,2.585993237665552e-07,1.2775889732263081e-06,0.0022135155624792508,1,0.0002478669663357457,0.41444465047494294
0,0,low+peak_energy,-13.274151715691659,180,0.0014038029062814691,0.0005580353800266944,0.3973285943089501,0.0005577710354396349,2.6434458705944415e-07,-1.2869373844370813e-08,0.0005580353800266939,4.336808689942018e-19,3.8857829137415646e-16,1.0018669763921024,2.6434458705944415e-07,1.3061834675271208e-06,0.002341791496034905,1,0.0002696316346910993,0.43400839853204165
0,0,low+peak_energy,-13.274151715691659,190,0.0014038029062814691,0.0005403415070150128,0.384741204793924,0.0005401008214559443,2.406855590684825e-07,1.4339758746964928e-08,0.0005403415070150125,3.2526065174565133e-19,3.009769261873625e-16,1.0020790431849464,2.406855590684825e-07,1.3640788867718048e-06,0.002525600466769651,1,0.000292339642410419,0.45318347298705347
0,0,low+peak_energy,-13.274151715691659,200,0.0014038029062814691,0.0005243104107589356,0.3733007845546467,0.0005240407262749657,2.696844839699449e-07,-1.0162391963748976e-08,0.0005243104107589354,2.168404344971009e-19,2.0678631403029547e-16,1.0021740280630471,2.696844839699449e-07,1.4095500307076581e-06,0.0026897719204519673,1,0.00031610718178594566,0.47196613651095404
0,0,low+peak_energy,-13.274151715691659,210,0.0014038029062814691,0.0005097314924836375,0.36292781342153235,0.0005094791192515259,2.523732321115142e-07,-4.995083116555131e-09,0.0005097314924836372,2.168404344971009e-19,2.1270064504015474e-16,1.0023648692588114,2.523732321115142e-07,1.4578215689341165e-06,0.0028613961080010447,1,0.0003408432617718689,0.49035393352682727
0,0,low+peak_energy,-13.274151715691659,220,0.0014038029062814691,0.0004966089630427603,0.35355141066494705,0.0004963164978113659,2.9246523139435984e-07,1.2335929033260515e-08,0.0004966089630427602,1.0842021724855044e-19,1.0916055218199414e-16,1.0025004623576512,2.9246523139435984e-07,1.5342172499549342e-06,0.0030912074386413835,1,0.0003667065697965218,0.508337009020753
0,0,low+peak_energy,-13.274151715691659,230,0.0014038029062814691,0.00048476457443943053,0.3451085307446568,0.00048446435844187697,3.0021599755356357e-07,-1.1102185495698476e-08,0.00048476457443943037,1.6263032587282567e-19,1.6774155378503813e-16,1.0026301655050889,3.0021599755356357e-07,1.5752270593332276e-06,0.003251481831190712,1,0.00039359394923545594,0.5259091108588323
0,0,low+peak_energy,-13.274151715691659,240,0.0014038029062814691,0.0004740919498715938,0.3375432585540649,0.00047384420735391373,2.4774251768008545e-07,-1.8820553114562953e-09,0.0004740919498715937,1.0842021724855044e-19,1.143451362946742e-16,1.0028869721588867,2.4774251768008545e-07,1.6164327777117172e-06,0.0034113169531782526,1,0.00042146490995508245,0.543057539152113
