trajectory_index,mode_index,selection_reason,eigenvalue,peak_energy,final_energy_fraction,final_actual_coefficient,final_homogeneous_coefficient,final_net_forcing_injection,final_forcing_radius_R,final_epsilon,final_shadowing,shadowing_sample_fraction,first_epsilon_ge_0_1,first_epsilon_ge_1,max_identity_residual,max_relative_identity_residual,max_cancellation_condition,max_forcing_projection_discrepancy,max_bound_violation
0,0,low+peak_energy,-13.676860186112613,92.32170240713789,0.4619763512005066,-9.074884104562774,-8.989440368363227e+18,8.989440368363227e+18,8.991798349579598e+18,1.000262305674185,0,0.5083056478405316,1050,1530,22537.074884104564,2.5195408192681865e-15,1.9814290200028024e+18,1.3822276656583199e-14,0.0
0,1,low,-13.38654427485612,2.880230438390093,0.010223496682576836,-1.3499912243946657,-3.9382475886426744e+16,3.9382475886426744e+16,3.952369122385512e+16,1.003585740465775,0,0.4883720930232558,1030,1470,281.34999122439467,4.21631486031052e-15,5.844939262154336e+16,2.733924198139448e-15,0.0
0,2,low+peak_energy,-13.187263186862896,5.079637128253389,0.02684555171413436,2.1875973169897334,-1.0299993705336786e+16,1.0299993705336788e+16,1.0578300264340838e+16,1.0270200707850774,0,0.4152823920265781,1050,1250,23.812402683010266,1.2752801292044058e-15,9543938369063016.0,2.5049406993105094e-15,0.0
0,3,low,-13.09388514340806,2.81040419352258,0.013448924397587074,1.548370866755207,-9494868254464170.0,9494868254464172.0,9532828883857452.0,1.0039980153885162,0,0.4318936877076412,1050,1300,88.4516291332448,4.736313256894623e-15,1.2288849878838394e+16,1.9671764217576992e-15,0.0
0,4,low,-13.013126248819802,0.7029699123490724,0.0018072461198081527,0.5675967050418131,647486204138249.1,-647486204138248.5,2737770722646844.5,4.228307422071783,0,0.3488372093023256,1020,1050,0.4866084049825177,2.668345754225674e-15,5964194113029095.0,1.1570605584765303e-15,0.0
0,5,low,-12.83689878336429,2.8582992024515947,0.01302200446883268,1.5235970924378681,-406617946322661.4,406617946322662.9,719278492257116.5,1.7689295289646445,0,0.3787375415282392,1030,1140,1.7264029075621319,2.97666864735363e-15,738972556568915.6,2.3800406090401793e-15,0.0
0,6,low,-12.812013110837825,0.8208770056036717,0.0017080737357142155,-0.5518035911746415,-181690567275305.16,181690567275304.6,189850574789687.34,1.044911563856905,0,0.4152823920265781,1040,1250,1.0106964088253585,3.489678333935649e-15,673321355654973.8,1.4192206437835253e-15,0.0
0,7,low+peak_energy,-12.799025185983458,8.695121427543144,0.01960759719172055,1.8695772013228846,-418340644105791.7,418340644105793.56,814723033960176.8,1.9475110664938076,0,0.3654485049833887,1040,1100,1.4945772013228846,2.521668831522287e-15,659541460600541.8,3.400058012914542e-15,0.0
0,11,peak_energy,-12.448210625805393,4.432807315930222,0.00803602685251817,-1.1968835686095602,-2657525384123.1763,2657525384121.9795,30911822981310.08,11.631807231639717,0,0.3488372093023256,1020,1050,0.024307837640439756,4.839265305868361e-15,28047296533973.918,3.337607967779377e-15,0.0
0,14,peak_energy,-12.23953331560349,5.061678028227541,0.028394360113829606,-2.249817332191114,166032372847.1182,-166032372849.368,5765498755793.264,34.72514821613799,0,0.34551495016611294,1000,1040,0.0038761700817389055,1.4896186300207733e-14,2636450099201.4404,3.1433189384699745e-15,0.0
0,15,peak_energy,-12.225046604257898,3.832871469538415,0.009948383845192853,1.3317033185057503,-6830248628.970823,6830248630.302526,10404102139306.787,1523.239153429539,0,0.31561461794019935,580,950,0.001732958703504206,1.2759543186862222e-13,7817756585316.193,1.6930901125533637e-15,0.0
0,20,peak_energy,-11.950229285338898,3.5672775237353616,0.012492430654335172,1.4922950171269502,16915939270.545443,-16915939269.053148,230599076834.19385,13.632058684185518,0,0.3388704318936877,1020,1020,0.00012899410351852048,6.073440311489515e-15,165861986580.42096,2.040034807748725e-15,0.0
0,36,peak_energy,-11.085662252571062,4.005618862973807,0.02247021320592659,-2.0014042227830457,237635.66178100303,-237637.6631852258,672121576.2967649,2828.369998254594,0,0.3122923588039867,820,940,2.3310899743833602e-07,4.908275697005814e-13,335943736.05527776,2.5326962749261384e-15,0.0
