trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.647125366575334,0,0.04702277188268326,0.04702277188268326,1.0,0.04702277188268326,0.0,0.0,0.04702277188268326,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0032334363900525824,0.012062552892787792
0,0,low+peak_energy,-13.647125366575334,10,0.04702277188268326,0.04457932392976527,0.9480392029239305,0.04457943117493285,-1.0724516757987246e-07,-1.758018157438368e-08,0.044579323929765255,1.3877787807814457e-17,1.556523652506582e-16,1.000005016437677,1.0724516757987246e-07,1.1638423259731428e-07,2.61071596316728e-06,1,0.00866631054320472,0.031039002421200737
0,0,low+peak_energy,-13.647125366575334,20,0.04702277188268326,0.04234767609320502,0.9005846135636386,0.04234798484465743,-3.087514524116597e-07,-2.360193755712725e-09,0.042347676093205,2.0816681711721685e-17,2.4578125485878797e-16,1.000014786750231,3.087514524116597e-07,3.174330568419232e-07,7.495824370541923e-06,1,0.01759354183488395,0.06062929769744329
0,0,low+peak_energy,-13.647125366575334,30,0.04702277188268326,0.04030870086612426,0.8572257730834051,0.04030913197965776,-4.3111353350416826e-07,-2.013026988156863e-08,0.040308700866124245,1.3877787807814457e-17,1.7214198279955468e-16,1.0000221786424384,4.3111353350416826e-07,4.628787301553243e-07,1.1483222471496503e-05,1,0.02941083357000814,0.0977227558299548
0,0,low+peak_energy,-13.647125366575334,40,0.04702277188268326,0.03844495757951021,0.8175954353966035,0.038445603650977586,-6.460714673736656e-07,-2.7488992873636597e-08,0.0384449575795102,1.3877787807814457e-17,1.804860177746432e-16,1.000034398258714,6.460714673736656e-07,6.763681297015647e-07,1.7592860183491127e-05,1,0.043400294577259114,0.13931361308334755
0,0,low+peak_energy,-13.647125366575334,50,0.04702277188268326,0.03674123723768525,0.7813653893862905,0.03674196646213552,-7.29224450268795e-07,-1.6030526496513264e-08,0.03674123723768523,2.0816681711721685e-17,2.8328208471332554e-16,1.0000426110682814,7.29224450268795e-07,8.363589184071805e-07,2.276304180041891e-05,1,0.05909681509726976,0.18360097707671688
0,0,low+peak_energy,-13.647125366575334,60,0.04702277188268326,0.03518364270533862,0.748242268099086,0.035184425485804846,-7.827804662241533e-07,1.3977962794176069e-08,0.03518364270533859,3.469446951953614e-17,4.930373175133073e-16,1.0000497337171614,7.827804662241533e-07,9.670328687876043e-07,2.7484685494658812e-05,1,0.07619429799065223,0.22950469515400942
0,0,low+peak_energy,-13.647125366575334,70,0.04702277188268326,0.03375974724378954,0.7179637556311473,0.03376064590107799,-8.986572884520094e-07,-1.2488070570693122e-08,0.033759747243789516,2.0816681711721685e-17,3.0829803690244266e-16,1.0000585209283461,8.986572884520094e-07,1.0769944609905443e-06,3.190088436537156e-05,1,0.09444081608960517,0.2762418983125716
0,0,low+peak_energy,-13.647125366575334,80,0.04702277188268326,0.032458696916885243,0.6902952179059393,0.03245959456329811,-8.976464128673811e-07,-1.906232541259989e-08,0.03245869691688521,3.469446951953614e-17,5.344254909265715e-16,1.0000630559597556,8.976464128673811e-07,1.149067873645031e-06,3.539994535065068e-05,1,0.11359779433170293,0.3231570305922805
0,0,low+peak_energy,-13.647125366575334,90,0.04702277188268326,0.031270486084200265,0.6650267433830689,0.03127140084998579,-9.147657855229641e-07,1.9699341116674596e-09,0.031270486084200244,2.0816681711721685e-17,3.3283897020768005e-16,1.0000679771769099,9.147657855229641e-07,1.2109135790832963e-06,3.872271616139789e-05,1,0.13342846444372844,0.3696710901436582
